iter	Logloss	Accuracy
879	0.03032476906	0.9925615106
880	0.03023800252	0.9925996567
881	0.03023795	0.9925996567
882	0.03023788756	0.9925996567
883	0.03023782546	0.9925996567
884	0.03023777351	0.9925996567
885	0.03023775745	0.9925996567
886	0.03023751816	0.9925996567
887	0.03012704997	0.9924852184
888	0.03012704997	0.9924852184
889	0.03008534423	0.9925233645
890	0.02996844773	0.9924852184
891	0.02996786675	0.9924852184
892	0.0298899794	0.992714095
893	0.02988975134	0.992714095
894	0.0298894948	0.992714095
895	0.02987141124	0.9927522411
896	0.02987122137	0.9927522411
897	0.02987103962	0.9927522411
898	0.02987075535	0.9927522411
899	0.02987062465	0.9927522411
900	0.02987049204	0.9927522411
901	0.02983519731	0.992714095
902	0.02970903613	0.9928285333
903	0.02970873088	0.9928285333
904	0.0297086763	0.9928285333
905	0.02970859871	0.9928285333
906	0.02967522558	0.9928285333
907	0.02967455322	0.9928285333
908	0.0295181139	0.9929811177
909	0.02950318974	0.9929811177
910	0.02950306793	0.9929811177
911	0.02948854134	0.9929429716
912	0.02948800116	0.9929429716
913	0.02948786844	0.9929429716
914	0.02948750874	0.9929429716
915	0.02942182057	0.9930192638
916	0.0294215543	0.9930192638
917	0.02937804241	0.9930192638
918	0.02932068882	0.9930574099
919	0.02932068882	0.9930574099
920	0.02932039135	0.9930574099
921	0.0293201127	0.9930574099
922	0.02931150498	0.9930192638
923	0.02931110962	0.9930574099
924	0.02931094529	0.9930574099
925	0.02930628932	0.9930192638
926	0.02930628609	0.9930192638
927	0.02930623026	0.9930192638
928	0.02930615242	0.9929811177
929	0.02930408869	0.9930192638
930	0.02930387055	0.9930192638
931	0.02930340484	0.9930192638
932	0.02930186715	0.9930192638
933	0.02930143914	0.9930192638
934	0.0293013833	0.9930192638
935	0.02926656158	0.9930574099
936	0.0292665093	0.9930574099
937	0.02926513534	0.9930574099
938	0.02926096515	0.9930574099
939	0.02926086076	0.9930574099
940	0.02926046933	0.9930574099
941	0.02926014177	0.9930574099
942	0.02926008374	0.9930574099
943	0.02925974176	0.9930574099
944	0.02925927849	0.9930574099
945	0.02925926874	0.9930574099
946	0.02925922627	0.9930574099
947	0.02925920686	0.9930574099
948	0.02925853602	0.9930192638
949	0.0292584433	0.9930192638
950	0.02925836432	0.9930192638
951	0.02919173192	0.9929429716
952	0.02911822627	0.9930574099
953	0.02906673216	0.9930574099
954	0.02903942465	0.9930192638
955	0.02903931944	0.9930192638
956	0.02899417241	0.9930574099
957	0.02899415143	0.9930574099
958	0.02894642498	0.9931718482
959	0.02885506192	0.993095556
960	0.02885499157	0.993095556
961	0.02879362413	0.9932099943
962	0.02866855186	0.9931337021
963	0.02866825589	0.9931337021
964	0.02865832549	0.9931337021
965	0.02856711026	0.9932862865
966	0.02856704912	0.9932862865
967	0.02856699647	0.9932862865
968	0.02856665258	0.9932862865
969	0.02851546874	0.9933244326
970	0.0283978246	0.9934007248
971	0.0283858728	0.9934388709
972	0.02838574534	0.9934388709
973	0.02838572951	0.9934388709
974	0.02836701329	0.9934388709
975	0.02827405693	0.993477017
976	0.02827391247	0.993477017
977	0.02820261752	0.993477017
978	0.02805991527	0.9935914553
979	0.02800775302	0.9936677475
980	0.02800767865	0.9936677475
981	0.02800074391	0.9936296014
982	0.02800060058	0.9936296014
983	0.02800060058	0.9936296014
984	0.0280005861	0.9936296014
985	0.02793645267	0.9937058936
986	0.02787355484	0.9936677475
987	0.02787355138	0.9936677475
988	0.02787315019	0.9936677475
989	0.02782587501	0.9936677475
990	0.02781902369	0.9936677475
991	0.02781888547	0.9936677475
992	0.02781862517	0.9936677475
993	0.02777283456	0.9937058936
994	0.02771880441	0.9936677475
995	0.02771866991	0.9936677475
996	0.02771858352	0.9936677475
997	0.0277184218	0.9936677475
998	0.02771799349	0.9936677475
999	0.02771796535	0.9936677475
