iter	Logloss	Accuracy
87	0.1260503482	0.963608621
88	0.1258355981	0.9636467671
89	0.1255637577	0.9636467671
90	0.1254422723	0.9637612054
91	0.1250226509	0.9641426664
92	0.1249792489	0.9642571047
93	0.1244922263	0.964371543
94	0.1242897163	0.9642952508
95	0.1236230683	0.9644478352
96	0.1234624599	0.9645241274
97	0.1232954596	0.9644096891
98	0.123029353	0.9646767118
99	0.122963269	0.9646385657
100	0.1226510086	0.9647148579
101	0.1223946336	0.9646767118
102	0.1219208472	0.9649055884
103	0.1215956227	0.9649818806
104	0.1214838089	0.9650963189
105	0.121395353	0.9650963189
106	0.1207922478	0.965515926
107	0.1204692351	0.9653633416
108	0.120072252	0.9654014877
109	0.1195473215	0.9652489033
110	0.1193867632	0.9654014877
111	0.1191545205	0.9652870494
112	0.1187546458	0.9653633416
113	0.1186836002	0.9654396338
114	0.1183063038	0.9654777799
115	0.1181624045	0.9656303643
116	0.1178539296	0.9657829487
117	0.1177685875	0.9658592409
118	0.1174969247	0.9659736792
119	0.1170237845	0.9660118253
120	0.1168429987	0.9662407019
121	0.1165110265	0.9662025558
122	0.1160860044	0.9661262636
123	0.1160153792	0.9661644097
124	0.1159144726	0.9662025558
125	0.1157189519	0.9663169941
126	0.1156367544	0.9663932863
127	0.1154903896	0.9663932863
128	0.1151202044	0.9665458707
129	0.1148434865	0.9668510395
130	0.1145360839	0.9668891856
131	0.1142004113	0.9668128934
132	0.1140522667	0.9668891856
133	0.11351609	0.9670036239
134	0.1131511136	0.967423231
135	0.1128233046	0.9673850849
136	0.1125533261	0.9675376693
137	0.1123326028	0.9676139615
138	0.1120490387	0.9674613771
139	0.1118901944	0.9676521076
140	0.1114084895	0.967804692
141	0.1112721351	0.967804692
142	0.111071913	0.9679572764
143	0.1108685853	0.9680717147
144	0.1106722068	0.9678809842
145	0.1105010957	0.9679954225
146	0.1103522011	0.9679191303
147	0.1101837024	0.9677665459
148	0.1100787594	0.9678428381
149	0.1098795425	0.9678809842
150	0.1096746663	0.9678809842
151	0.1093749879	0.9678428381
152	0.1091176315	0.9679954225
153	0.1088080931	0.9681098608
154	0.1087508354	0.9681480069
155	0.1086288786	0.9680335686
156	0.108584715	0.9681098608
157	0.1083889172	0.9682242991
158	0.1079423364	0.9684913218
159	0.1079283301	0.9684150296
160	0.1076872691	0.968567614
161	0.1073659132	0.9686057601
162	0.1071197891	0.9686057601
163	0.1067608321	0.968567614
164	0.1066714091	0.9689109289
165	0.1064467275	0.9687201984
166	0.106225918	0.9687964906
167	0.1060797746	0.9686820523
168	0.105527605	0.9688346367
169	0.1052798324	0.9687964906
170	0.1050539524	0.9688346367
171	0.1047045784	0.9688346367
172	0.1045450629	0.9689109289
173	0.1045287384	0.9688346367
174	0.1043213227	0.9688346367
175	0.1041740222	0.9688346367
176	0.1039555123	0.9687964906
177	0.1038627267	0.9688346367
178	0.1036070763	0.9692542438
179	0.1034949047	0.969330536
180	0.103107274	0.9692542438
181	0.1029527722	0.9691779516
182	0.1027703946	0.9692542438
183	0.1027258614	0.9692160977
184	0.1025335904	0.9694449743
185	0.1018805837	0.9697882891
186	0.1017444931	0.9698645813
187	0.1016249005	0.9699790196
188	0.1014727185	0.9702078962
189	0.1011327238	0.9704367728
190	0.1008143737	0.9706275033
191	0.1002652051	0.9707800877
192	0.1001093846	0.9706656494
193	0.1000218291	0.9708182338
194	0.09997651954	0.9707800877
195	0.09983586787	0.9710852565
196	0.0996371436	0.9710852565
197	0.09928710093	0.971275987
198	0.09894723868	0.9711234026
199	0.0989421286	0.9711615487
200	0.09870956542	0.9712378409
201	0.0985435933	0.9713141331
202	0.09844114318	0.9711996948
203	0.09836935904	0.9711996948
204	0.09824687754	0.9711615487
205	0.09786560276	0.9710852565
206	0.09719221457	0.9714667175
207	0.09714187433	0.9716193019
208	0.09701264014	0.9714667175
209	0.09694596459	0.9715048636
210	0.09674909643	0.9715811558
211	0.0964792518	0.9716193019
212	0.09644340681	0.971657448
213	0.09618374926	0.971657448
214	0.09609631675	0.9715811558
215	0.09580039978	0.9718481785
216	0.0956625531	0.9718863246
217	0.09539419128	0.972038909
218	0.09539415326	0.972038909
219	0.09535703541	0.9720770551
220	0.09513441777	0.9722677856
221	0.09499064921	0.9724585161
222	0.09469311983	0.9726492466
223	0.09432174958	0.9727255388
224	0.0940902175	0.9727255388
225	0.09395027896	0.9728781232
226	0.0936964941	0.9727636849
227	0.09336623587	0.9729925615
228	0.09323067114	0.9728781232
229	0.09296327338	0.9728781232
230	0.0927915438	0.9729544154
231	0.09234084528	0.9730307076
232	0.09211386953	0.9729925615
233	0.09198518643	0.9729544154
234	0.09178600657	0.9729925615
235	0.09152500271	0.9732595842
236	0.09119964584	0.9732595842
237	0.09105479317	0.9732595842
238	0.09091176764	0.9734503147
239	0.09086114895	0.9734884608
240	0.09047706704	0.973564753
241	0.09022380759	0.9736028991
242	0.09016793137	0.9736028991
243	0.09014300319	0.9736028991
244	0.08995903149	0.973564753
245	0.08977680133	0.9737173374
246	0.08949536415	0.9737554835
247	0.08934634208	0.9737936296
248	0.08924194928	0.9737173374
249	0.08923005444	0.9736791913
250	0.08912466186	0.9737554835
251	0.08871570342	0.9737936296
252	0.08839521822	0.9737554835
253	0.08812641877	0.973946214
254	0.08803584758	0.9739080679
255	0.08791043616	0.9739080679
256	0.08779364627	0.973946214
257	0.08765163064	0.9740606523
258	0.08743786966	0.9741750906
259	0.08731872913	0.9742132367
260	0.08719671317	0.9740606523
261	0.08709234337	0.9741750906
262	0.08704369455	0.9741369445
263	0.0868427262	0.9742895289
264	0.086806148	0.974327675
265	0.08675987987	0.974327675
266	0.08672244917	0.9743658211
267	0.08640899254	0.9745565516
268	0.08631314542	0.9745946977
269	0.08617284575	0.9746709899
270	0.08599185258	0.9746709899
271	0.08580652047	0.9746328438
272	0.08551441947	0.9746328438
273	0.08531604398	0.9748235743
274	0.08520950813	0.9748998665
275	0.08492546912	0.9749761587
276	0.08466162582	0.9751287431
277	0.08463323364	0.9752050353
278	0.08442985792	0.9751668892
279	0.08418666788	0.9752050353
280	0.08414083403	0.9752050353
281	0.08404782305	0.9751287431
282	0.08397112499	0.9752431814
283	0.08361204441	0.9754339119
284	0.08336430942	0.9755102041
285	0.08329510958	0.9755483502
286	0.08301866078	0.9757390807
287	0.08284136369	0.9757772268
288	0.08251077911	0.9757009346
289	0.08208657414	0.9759679573
290	0.08197254967	0.9760823956
291	0.08167596172	0.9761968339
292	0.08150073307	0.9761968339
293	0.08144801449	0.9761205417
294	0.08134796893	0.9761586878
295	0.08129447411	0.9761586878
296	0.08101112133	0.9763494183
297	0.08086939268	0.9764638566
298	0.08059278454	0.9765020027
299	0.08035823876	0.9765401488
300	0.08029547169	0.9768071715
301	0.07995662489	0.9766927332
302	0.07980013173	0.9767690254
303	0.07980008564	0.9767690254
304	0.0797411602	0.9766927332
305	0.07947429907	0.9766927332
306	0.0792152144	0.9769216098
307	0.0791014517	0.9769216098
308	0.07877700213	0.9765782949
309	0.07867850374	0.9765782949
310	0.07823938638	0.9768453176
311	0.077943924	0.9769216098
312	0.07775185	0.976997902
313	0.07753966384	0.9770741942
314	0.07726001207	0.9771886325
315	0.07714520572	0.9771886325
316	0.07700374548	0.9772267786
317	0.07672881763	0.9772267786
318	0.07657419941	0.9774556552
319	0.0765008332	0.9774938013
320	0.07632277043	0.9775700935
321	0.07616542797	0.9776082396
322	0.07608076479	0.9776463857
323	0.07603141434	0.9776463857
324	0.07582417672	0.9776845318
325	0.07559692282	0.9776463857
326	0.07543077188	0.9777989701
327	0.07526090342	0.9778752623
328	0.07507197864	0.9777226779
329	0.07479116605	0.9778752623
330	0.07479087475	0.9778752623
331	0.07478837456	0.9778752623
332	0.07474496389	0.9778752623
333	0.07440615273	0.9780659928
334	0.07429961927	0.9779134084
335	0.07410626872	0.9780278467
336	0.07379000571	0.9781041389
337	0.07376318133	0.9780659928
338	0.07366745571	0.9780278467
339	0.07358844351	0.9780278467
340	0.07338320243	0.9781804311
341	0.07338230617	0.9781804311
342	0.07324287064	0.9783711615
343	0.07308355395	0.9783711615
344	0.07295556048	0.9782948693
345	0.07283896744	0.9784855998
346	0.07283894851	0.9784855998
347	0.07275112101	0.9784855998
348	0.0725466788	0.9785237459
349	0.0724836299	0.978561892
350	0.07248335353	0.978561892
351	0.07241717966	0.9785237459
352	0.07228604868	0.9789052069
353	0.07217539102	0.9788289147
354	0.0719368388	0.9788670608
355	0.07182187301	0.9788289147
356	0.07165506223	0.9788670608
357	0.07129655076	0.9787144764
358	0.07122473978	0.9786763303
359	0.07120013479	0.9786763303
360	0.0709592186	0.9788670608
361	0.07073118248	0.9791722296
362	0.07067351599	0.9791340835
363	0.07059496568	0.9791340835
364	0.07050125045	0.9791722296
365	0.07048579839	0.9792103757
366	0.07029793266	0.9794392523
367	0.07029788177	0.9794392523
368	0.07015406649	0.9795155445
369	0.06998007004	0.9794011062
370	0.06993620297	0.9794392523
371	0.06962834427	0.9794011062
372	0.06951654249	0.979324814
373	0.06947857693	0.9793629601
374	0.0691377787	0.9794392523
375	0.06902265499	0.9794392523
376	0.06883926709	0.9795918367
377	0.0688358021	0.9796299828
378	0.06871296665	0.9796681289
379	0.06838588765	0.979706275
380	0.068229352	0.9796681289
381	0.06807113484	0.9797444211
382	0.06796373322	0.9797444211
383	0.06792040863	0.9797825672
384	0.06784454382	0.9798207133
385	0.06766555199	0.9797825672
386	0.06753834151	0.9800114438
387	0.06753831014	0.9800114438
388	0.06739975125	0.9800495899
389	0.06732140402	0.980087736
390	0.06722025251	0.9801258821
391	0.06705198204	0.980087736
392	0.06687927249	0.9802403204
393	0.06668119723	0.9802403204
394	0.06667221582	0.9802403204
395	0.06640567219	0.9802021743
396	0.06640554981	0.9802021743
397	0.06631227519	0.9802403204
398	0.06588358091	0.9803166126
399	0.0657302401	0.9803166126
400	0.06533572092	0.9805073431
401	0.06511217624	0.980850658
402	0.06511182608	0.980850658
403	0.06510989502	0.980850658
404	0.06496099728	0.9808125119
405	0.06478291537	0.9807362197
406	0.06461405835	0.9806980736
407	0.0643765562	0.980850658
408	0.06434953464	0.9808888041
409	0.06427134029	0.980850658
410	0.06420465447	0.9808125119
411	0.06409702463	0.980850658
412	0.06394330449	0.9810032424
413	0.0638508944	0.9811176807
414	0.0635135678	0.981232119
415	0.06345090122	0.9813084112
416	0.06320586106	0.9811939729
417	0.06308549411	0.981232119
418	0.06292484418	0.9811558268
419	0.0628305782	0.9811939729
420	0.06269629294	0.9813084112
421	0.06252938439	0.9814609956
422	0.06243244327	0.9814991417
423	0.06240128219	0.9814991417
424	0.06230725207	0.9814228495
425	0.06196312331	0.9816517261
426	0.06184209852	0.98161358
427	0.06167511586	0.9815754339
428	0.06164790992	0.9816517261
429	0.06142787095	0.9817661644
430	0.06115621997	0.9816898722
431	0.06103882996	0.9816517261
432	0.06094005004	0.9818424566
433	0.06088870568	0.9819187488
434	0.06070112963	0.9820331871
435	0.06060141559	0.9819187488
436	0.06050681047	0.981995041
437	0.06043113688	0.9821094793
438	0.06035247025	0.9821857715
439	0.06014430475	0.9821094793
440	0.06014430286	0.9821094793
441	0.06008843274	0.9821476254
442	0.06008811487	0.9821476254
443	0.05974251434	0.9822239176
444	0.05961473978	0.9823002098
445	0.05947555819	0.982376502
446	0.05941174366	0.9824909403
447	0.05928215396	0.9824909403
448	0.05911676997	0.9824909403
449	0.05906230698	0.9826053786
450	0.05906190057	0.9826053786
451	0.05895908378	0.9825672325
452	0.05878514816	0.9824909403
453	0.05872956261	0.9825672325
454	0.05868937782	0.9825672325
455	0.05853201593	0.9825672325
456	0.05848102785	0.9826816708
457	0.05837840233	0.9827198169
458	0.05833398134	0.9827198169
459	0.05828442721	0.9827961091
460	0.05825314203	0.9826816708
461	0.05808299838	0.9829105474
462	0.05803667856	0.9829105474
463	0.05793124353	0.9830249857
464	0.05788048991	0.9829486935
465	0.05778799351	0.9829105474
466	0.05772388097	0.9829868396
467	0.05766059008	0.9829868396
468	0.05755577203	0.9829868396
469	0.05745529226	0.9830249857
470	0.05743570609	0.9829868396
471	0.05719122206	0.9829486935
472	0.05719116208	0.9829486935
473	0.05706233427	0.9829868396
474	0.05706064002	0.9829868396
475	0.05681694019	0.9830249857
476	0.05664508116	0.9831775701
477	0.05660301247	0.9832538623
478	0.05650920955	0.9832157162
479	0.05639307588	0.9831775701
480	0.05622625648	0.9832538623
481	0.05589130507	0.9829868396
482	0.05575465047	0.983139424
483	0.05569071604	0.983139424
484	0.05568873086	0.9832157162
485	0.05564441514	0.9831775701
486	0.05555857801	0.9831012779
487	0.05547299667	0.9831775701
488	0.05518191073	0.9832920084
489	0.05506119259	0.9833683006
490	0.05499792785	0.9833301545
491	0.05487482893	0.9834445928
492	0.0547878467	0.9834827389
493	0.05465152916	0.9835971772
494	0.05451906384	0.983520885
495	0.05445381059	0.9835590311
496	0.05436051371	0.9835971772
497	0.05417279635	0.9835590311
498	0.0541044122	0.983520885
499	0.05400904618	0.9834827389
500	0.05375300892	0.9836353233
501	0.05368744607	0.9836353233
502	0.05345446696	0.9837879077
503	0.05345423154	0.9837879077
504	0.05335887409	0.9838260538
505	0.05327721534	0.9839404921
506	0.05320958982	0.9839786382
507	0.05301889299	0.983902346
508	0.05297641736	0.9838641999
509	0.05274603828	0.9840167843
510	0.05254462964	0.984283807
511	0.05236330992	0.9841693687
512	0.05217677393	0.9843219531
513	0.05216794471	0.9843219531
514	0.05191906868	0.9843982453
515	0.05160248442	0.9844745375
516	0.05156137441	0.9845508297
517	0.05137947056	0.9845126836
518	0.05137932945	0.9845126836
519	0.05123621264	0.9845508297
520	0.0512360754	0.9845508297
521	0.05106483006	0.9847415602
522	0.05104419434	0.9847797063
523	0.05102418046	0.9847797063
524	0.05102402321	0.9847797063
525	0.05087662527	0.9849322907
526	0.05070191288	0.9848559985
527	0.05053151852	0.9850085829
528	0.05052653727	0.9850085829
529	0.0504799909	0.9849704368
530	0.05044008101	0.9849704368
531	0.05027666185	0.9852374595
532	0.05019918635	0.9852374595
533	0.05017822411	0.9852374595
534	0.05005022968	0.985046729
535	0.04998274407	0.9850085829
536	0.04994054188	0.9851230212
537	0.04983492979	0.9850848751
538	0.04969959097	0.9851993134
539	0.0496985702	0.9851993134
540	0.04965258307	0.9851230212
541	0.04951351046	0.9851993134
542	0.04943843614	0.9853900439
543	0.04929593813	0.98542819
544	0.04922988621	0.9854663361
545	0.04916173822	0.98542819
546	0.04902300306	0.9855426283
547	0.04881914159	0.9857333588
548	0.0488190269	0.9857333588
549	0.04881249116	0.9856952127
550	0.04867307781	0.9857333588
551	0.04867301187	0.9857333588
552	0.04841717387	0.9857333588
553	0.04841714301	0.9857333588
554	0.04841693016	0.9857333588
555	0.04841687563	0.9857715049
556	0.0483653508	0.9857333588
557	0.04831610082	0.9856570666
558	0.04831608809	0.9856570666
559	0.04831608151	0.9856570666
560	0.04824193438	0.9856570666
561	0.04824192618	0.9856570666
562	0.04821216746	0.9856189205
563	0.0481680243	0.9856570666
564	0.04811728705	0.9857715049
565	0.04796707731	0.9857715049
566	0.04785180639	0.9860003815
567	0.04771521995	0.9861148198
568	0.04755424334	0.9863055503
569	0.0475125435	0.9864199886
570	0.04751241952	0.9864199886
571	0.04742267298	0.9863055503
572	0.04739362903	0.9863818425
573	0.04720552688	0.9863436964
574	0.04716131651	0.9863055503
575	0.046907675	0.9862674042
576	0.04685224328	0.9863436964
577	0.04671851445	0.9863818425
578	0.04671828516	0.9863818425
579	0.0466184488	0.9864199886
580	0.04653258363	0.9863818425
581	0.04653166785	0.9863818425
582	0.0465313446	0.9863818425
583	0.04640829827	0.9864581347
584	0.04631006296	0.9864581347
585	0.04626493985	0.9864962808
586	0.04626468474	0.9864962808
587	0.04620899078	0.9865344269
588	0.04604112271	0.9868014496
589	0.04593511049	0.9868014496
590	0.04568998964	0.9868395957
591	0.04564597402	0.9868014496
592	0.04537828814	0.9869158879
593	0.04532629021	0.986954034
594	0.04532115424	0.986954034
595	0.04509968408	0.9868777418
596	0.04499847401	0.9869158879
597	0.04499771493	0.9868777418
598	0.04497328668	0.9869158879
599	0.04489153497	0.9870303261
600	0.04483879886	0.9870303261
601	0.04483875139	0.9870303261
602	0.04477041084	0.9870303261
603	0.04466325273	0.9870684722
604	0.04463170633	0.9871066183
605	0.04456275495	0.9871066183
606	0.04452894498	0.9871447644
607	0.04450662796	0.9871066183
608	0.04444832336	0.9871066183
609	0.04431715456	0.9871447644
610	0.04431323565	0.9871447644
611	0.04421663175	0.9872592027
612	0.04414257913	0.9874499332
613	0.04414233103	0.9874499332
614	0.04398889672	0.9875262254
615	0.04388434879	0.9874880793
616	0.043847759	0.9874880793
617	0.04384772662	0.9874880793
618	0.04384681094	0.9874880793
619	0.04384678345	0.9874880793
620	0.04384596521	0.9874880793
621	0.04380138146	0.9874499332
622	0.04377400123	0.9874880793
623	0.04358794085	0.9877169559
624	0.04345502621	0.987755102
625	0.04341102414	0.9876788098
626	0.04339385296	0.9876406637
627	0.04339369087	0.9876406637
628	0.04330400128	0.9877169559
629	0.04320602656	0.9876788098
630	0.04320576377	0.9876788098
631	0.04299586477	0.9877169559
632	0.04298257708	0.987755102
633	0.04297854347	0.987755102
634	0.04292313976	0.9878313942
635	0.04292292891	0.9878313942
636	0.04292285041	0.9878313942
637	0.04292261176	0.9878313942
638	0.04285802069	0.9876788098
639	0.0427987324	0.9876406637
640	0.04279850198	0.9876406637
641	0.04279839308	0.9876406637
642	0.04270395023	0.9878313942
643	0.04269157448	0.9878313942
644	0.04269123196	0.9878313942
645	0.04264652102	0.9878695403
646	0.04259331796	0.9878695403
647	0.04252597765	0.9878695403
648	0.04249679513	0.9879076864
649	0.04243232035	0.9878695403
650	0.04216047891	0.9879458325
651	0.04211924648	0.9879458325
652	0.0420378126	0.9879076864
653	0.04192038655	0.9879839786
654	0.041920036	0.9879839786
655	0.04191824339	0.9879839786
656	0.04179636691	0.9880221247
657	0.04176877834	0.9880602708
658	0.04170401945	0.9880602708
659	0.04156434017	0.988136563
660	0.04156429326	0.988136563
661	0.04147842356	0.9881747091
662	0.04147835011	0.9881747091
663	0.04147789731	0.9881747091
664	0.04139337899	0.9880984169
665	0.04139335044	0.9880984169
666	0.04139255518	0.9880984169
667	0.04139239899	0.9880984169
668	0.04129108092	0.9880602708
669	0.0412908502	0.9880602708
670	0.04125366125	0.9880602708
671	0.04125354678	0.9880602708
672	0.04120741456	0.9880984169
673	0.04111083452	0.988136563
674	0.04103879178	0.9882891474
675	0.04103853834	0.9882891474
676	0.04094950229	0.9883272935
677	0.04089356372	0.9883272935
678	0.04085404246	0.9883272935
679	0.04066329875	0.9884798779
680	0.04056630663	0.9885561701
681	0.04053898144	0.988518024
682	0.04029216056	0.9886324623
683	0.04019939483	0.9886324623
684	0.04019067646	0.9886324623
685	0.04017058688	0.9885943162
686	0.04017039492	0.9885943162
687	0.04017021616	0.9885943162
688	0.03998217524	0.9886706084
689	0.03994239521	0.9887850467
690	0.03994130027	0.9887850467
691	0.03986204322	0.9887850467
692	0.03980444904	0.9889376311
693	0.03979413871	0.9890139233
694	0.03974971874	0.9889376311
695	0.03974959261	0.9889376311
696	0.03969823763	0.9889757772
697	0.03959063606	0.9889376311
698	0.03953942165	0.9890139233
699	0.03953927237	0.9890139233
700	0.03953925323	0.9890139233
701	0.03942541662	0.9890902155
702	0.03942527014	0.9890902155
703	0.03942509437	0.9890902155
704	0.03934021277	0.9890520694
705	0.03934018462	0.9890520694
706	0.03927522429	0.9889376311
707	0.03921004161	0.988899485
708	0.03919622652	0.988899485
709	0.03915284187	0.9888613389
710	0.03911526886	0.9889376311
711	0.03896102748	0.9890520694
712	0.03894212006	0.9890902155
713	0.03886597958	0.9890520694
714	0.03878558325	0.9889757772
715	0.03877186619	0.9890902155
716	0.03870707453	0.9892427999
717	0.03862716575	0.9892046538
718	0.03854569327	0.989280946
719	0.03842211765	0.9894335304
720	0.03842080335	0.9894335304
721	0.03833191065	0.9893953843
722	0.03827846272	0.9893953843
723	0.03827835212	0.9893953843
724	0.03821272901	0.9893953843
725	0.03801902111	0.9893190921
726	0.03801619266	0.9893572382
727	0.03795928373	0.9894335304
728	0.03795416008	0.9894716765
729	0.03791097421	0.9894716765
730	0.03790172689	0.9895098226
731	0.03790122814	0.9895098226
732	0.03781630427	0.9895479687
733	0.03770831181	0.9895098226
734	0.0376688204	0.9895098226
735	0.03763520974	0.9894716765
736	0.03763506617	0.9894716765
737	0.03760718808	0.9894335304
738	0.03760665335	0.9894335304
739	0.03742205298	0.9894716765
740	0.03735439052	0.9895098226
741	0.03726573258	0.9895861148
742	0.03716453436	0.9895098226
743	0.03714097128	0.9895098226
744	0.03706483107	0.989662407
745	0.03706477474	0.989662407
746	0.03693978788	0.9895479687
747	0.03693908778	0.9895861148
748	0.03693903013	0.9895861148
749	0.03681005532	0.9896242609
750	0.03679115484	0.989662407
751	0.03657387453	0.9898149914
752	0.03653724757	0.9897768453
753	0.03646291306	0.9899675758
754	0.03646281271	0.9899675758
755	0.03638665476	0.990043868
756	0.03625717641	0.9899294297
757	0.03617119579	0.9898531375
758	0.0359918013	0.9901201602
759	0.03577510895	0.9903108907
760	0.03574889547	0.9903108907
761	0.03568895886	0.9903490368
762	0.0356562218	0.9903490368
763	0.03564421686	0.9903490368
764	0.0356335676	0.9903108907
765	0.03556540604	0.9903108907
766	0.03556527255	0.9903108907
767	0.0355650923	0.9903108907
768	0.03539391418	0.9905016212
769	0.03530962871	0.990425329
770	0.0353095177	0.990425329
771	0.03530951259	0.990425329
772	0.03524671073	0.9905397673
773	0.03514059832	0.9905779134
774	0.03514053578	0.9905779134
775	0.03500553265	0.9906160595
776	0.03490654453	0.9906542056
777	0.03490235299	0.9906160595
778	0.03489924662	0.9906160595
779	0.03476602177	0.9907686439
780	0.03476570925	0.9907686439
781	0.03452164641	0.9908449361
782	0.03452138856	0.9908449361
783	0.03452119458	0.9908449361
784	0.03452109982	0.9908449361
785	0.03443412514	0.99080679
786	0.0343666157	0.9907686439
787	0.03424512019	0.9908830822
788	0.03412734771	0.9909593744
789	0.03412722176	0.9909593744
790	0.03412712512	0.9909593744
791	0.03412578406	0.9909593744
792	0.03412571973	0.9909593744
793	0.03412557033	0.9909593744
794	0.03405449444	0.9909593744
795	0.03387546786	0.9909212283
796	0.03381021064	0.9909975205
797	0.03374395502	0.9910738127
798	0.03371515194	0.9911501049
799	0.03357831978	0.9910738127
800	0.03354518675	0.9911501049
801	0.03344650624	0.9912263971
802	0.03338931044	0.9912263971
803	0.03335017029	0.9910738127
804	0.03334940983	0.9910738127
805	0.03329884224	0.9911119588
806	0.03329883779	0.9911119588
807	0.03329879026	0.9911119588
808	0.03310551129	0.9911501049
809	0.03310526738	0.9911501049
810	0.03305904961	0.991188251
811	0.03299643121	0.9911501049
812	0.0328797972	0.9912263971
813	0.03268195757	0.9914171276
814	0.0326551435	0.9914171276
815	0.03261285198	0.9915315659
816	0.03252300336	0.9915315659
817	0.03252291181	0.9915315659
818	0.03252272246	0.9915315659
819	0.03245032144	0.9915315659
820	0.03245025431	0.9915315659
821	0.0323945689	0.9918367347
822	0.03236879287	0.9918367347
823	0.03236809238	0.9918367347
824	0.03235704018	0.9918367347
825	0.03228839482	0.9918367347
826	0.0322879872	0.9918367347
827	0.03228554353	0.9918367347
828	0.03228539758	0.9918367347
829	0.0322471967	0.9918367347
830	0.03224715894	0.9918367347
831	0.03223428412	0.9918367347
832	0.03222438041	0.9918367347
833	0.03222418939	0.9918367347
834	0.0322236923	0.9918367347
835	0.03222368276	0.9918367347
836	0.03213806354	0.9918748808
837	0.03207434547	0.9917985886
838	0.03207379241	0.9917985886
839	0.03203308591	0.9918367347
840	0.03198270257	0.9918367347
841	0.03198238593	0.9918367347
842	0.03189415314	0.9917222964
843	0.03189394187	0.9917222964
844	0.03186342115	0.9917985886
845	0.03178259901	0.9918367347
846	0.03178257509	0.9918367347
847	0.03178230859	0.9918367347
848	0.0317304062	0.9919130269
849	0.03173027737	0.9919130269
850	0.03173021389	0.9919130269
851	0.03173018232	0.9919130269
852	0.03172999094	0.9919130269
853	0.03172986545	0.9919130269
854	0.03172953436	0.9919130269
855	0.03172949003	0.9919130269
856	0.03159103587	0.991951173
857	0.03152593998	0.991951173
858	0.03152584611	0.991951173
859	0.03152581698	0.991951173
860	0.03152549074	0.991951173
861	0.03136787487	0.9920656113
862	0.03134694051	0.9920274652
863	0.03134671456	0.9920274652
864	0.03134648093	0.9920274652
865	0.03128929183	0.9920656113
866	0.03128926982	0.9920656113
867	0.03125133979	0.9921419035
868	0.03117939704	0.9921037574
869	0.03105135091	0.9922181957
870	0.03095449609	0.9922181957
871	0.03086074698	0.9922181957
872	0.03066634016	0.992332634
873	0.03063627072	0.992332634
874	0.03063627072	0.992332634
875	0.03063615307	0.992332634
876	0.03063589764	0.992332634
877	0.03054186368	0.9923707801
878	0.03044569316	0.9923707801
