iter	Passed	Remaining
294	4967	11871
295	4984	11854
296	4998	11831
297	5017	11819
298	5034	11803
299	5049	11782
300	5066	11765
301	5082	11747
302	5099	11729
303	5114	11709
304	5130	11689
305	5147	11673
306	5162	11654
307	5178	11634
308	5194	11616
309	5221	11622
310	5237	11603
311	5253	11585
312	5272	11572
313	5290	11559
314	5306	11539
315	5320	11517
316	5334	11492
317	5350	11474
318	5365	11455
319	5390	11454
320	5406	11436
321	5427	11428
322	5443	11410
323	5460	11392
324	5475	11371
325	5491	11354
326	5507	11335
327	5525	11319
328	5545	11310
329	5561	11291
330	5580	11278
331	5595	11258
332	5612	11242
333	5633	11234
334	5649	11215
335	5669	11204
336	5683	11182
337	5697	11158
338	5713	11140
339	5726	11116
340	5740	11094
341	5764	11090
342	5782	11075
343	5796	11053
344	5815	11040
345	5832	11024
346	5848	11006
347	5866	10990
348	5882	10973
349	5900	10958
350	5910	10927
351	5925	10908
352	5941	10889
353	5961	10878
354	5977	10859
355	5992	10841
356	6010	10826
357	6029	10813
358	6046	10795
359	6060	10774
360	6078	10760
361	6099	10749
362	6113	10727
363	6127	10705
364	6143	10687
365	6159	10668
366	6174	10649
367	6187	10626
368	6201	10603
369	6217	10586
370	6232	10566
371	6246	10545
372	6266	10533
373	6286	10521
374	6301	10502
375	6319	10487
376	6337	10472
377	6351	10450
378	6368	10434
379	6383	10414
380	6399	10396
381	6414	10377
382	6431	10360
383	6453	10352
384	6473	10340
385	6490	10324
386	6505	10304
387	6519	10282
388	6533	10262
389	6549	10243
390	6573	10237
391	6589	10220
392	6604	10201
393	6620	10182
394	6636	10164
395	6651	10145
396	6664	10123
397	6678	10101
398	6694	10084
399	6711	10066
400	6726	10047
401	6744	10033
402	6758	10011
403	6768	9985
404	6784	9967
405	6799	9948
406	6816	9930
407	6834	9916
408	6855	9905
409	6875	9894
410	6894	9880
411	6912	9865
412	6931	9851
413	6953	9841
414	6974	9832
415	6991	9815
416	7007	9796
417	7025	9782
418	7040	9762
419	7056	9744
420	7072	9726
421	7088	9708
422	7103	9689
423	7117	9669
424	7134	9652
425	7150	9635
426	7169	9621
427	7188	9606
428	7206	9591
429	7222	9573
430	7238	9556
431	7254	9538
432	7270	9519
433	7285	9501
434	7301	9484
435	7318	9467
436	7344	9462
437	7359	9442
438	7376	9426
439	7400	9418
440	7413	9397
441	7429	9378
442	7451	9368
443	7467	9351
444	7484	9335
445	7498	9313
446	7519	9302
447	7537	9287
448	7554	9270
449	7571	9253
450	7584	9232
451	7600	9214
452	7615	9195
453	7633	9180
454	7648	9161
455	7664	9144
456	7679	9125
457	7694	9105
458	7713	9091
459	7730	9075
460	7753	9065
461	7768	9046
462	7785	9029
463	7801	9012
464	7819	8996
465	7845	8990
466	7864	8975
467	7881	8958
468	7894	8938
469	7910	8920
470	7929	8906
471	7946	8889
472	7962	8871
473	7978	8853
474	7994	8836
475	8011	8819
476	8026	8800
477	8042	8782
478	8058	8765
479	8076	8749
480	8091	8731
481	8108	8713
482	8125	8697
483	8147	8686
484	8164	8669
485	8180	8652
486	8193	8631
487	8208	8612
488	8225	8595
489	8241	8578
490	8256	8558
491	8273	8542
492	8289	8525
493	8306	8508
494	8320	8488
495	8336	8471
496	8353	8454
497	8371	8439
498	8387	8420
499	8401	8401
500	8417	8383
501	8434	8367
502	8452	8351
503	8465	8331
504	8482	8314
505	8498	8297
506	8519	8284
507	8534	8265
508	8551	8249
509	8568	8232
510	8590	8220
511	8608	8204
512	8623	8186
513	8642	8171
514	8658	8154
515	8674	8136
516	8690	8119
517	8706	8101
518	8721	8082
519	8738	8066
520	8754	8048
521	8771	8032
522	8789	8016
523	8804	7997
524	8821	7981
525	8838	7965
526	8852	7945
527	8869	7928
528	8884	7910
529	8903	7895
530	8920	7879
531	8936	7861
532	8953	7845
533	8970	7828
534	8989	7813
535	9008	7798
536	9021	7778
537	9038	7761
538	9057	7746
539	9070	7726
540	9085	7708
541	9100	7690
542	9118	7673
543	9138	7659
544	9154	7642
545	9172	7627
546	9187	7608
547	9201	7589
548	9217	7572
549	9233	7554
550	9250	7538
551	9266	7520
552	9282	7503
553	9293	7481
554	9306	7462
555	9323	7445
556	9338	7427
557	9354	7409
558	9366	7389
559	9380	7370
560	9395	7352
561	9411	7335
562	9426	7316
563	9442	7299
564	9460	7283
565	9476	7266
566	9491	7248
567	9507	7231
568	9522	7212
569	9538	7195
570	9553	7177
571	9569	7160
572	9585	7143
573	9601	7125
574	9618	7109
575	9630	7088
576	9646	7072
577	9664	7056
578	9677	7036
579	9694	7019
580	9709	7001
581	9725	6985
582	9742	6968
583	9756	6950
584	9772	6932
585	9789	6916
586	9803	6897
587	9820	6881
588	9839	6865
589	9854	6848
590	9868	6829
591	9888	6814
592	9903	6797
593	9921	6781
594	9936	6763
595	9951	6745
596	9969	6729
597	9984	6711
598	10002	6696
599	10020	6680
600	10034	6662
601	10051	6645
602	10068	6628
603	10085	6612
604	10098	6593
605	10112	6574
606	10128	6557
607	10146	6541
608	10166	6527
609	10183	6510
610	10199	6493
611	10216	6476
612	10231	6459
613	10246	6441
614	10264	6425
615	10281	6409
616	10297	6392
617	10313	6375
618	10329	6358
619	10344	6339
620	10359	6322
621	10374	6304
622	10394	6290
623	10410	6272
624	10431	6258
625	10448	6242
626	10464	6225
627	10478	6207
628	10494	6190
629	10510	6172
630	10525	6154
631	10542	6138
632	10557	6120
633	10573	6103
634	10588	6086
635	10605	6069
636	10618	6050
637	10635	6034
638	10648	6016
639	10663	5998
640	10681	5982
641	10693	5962
642	10708	5945
643	10724	5928
644	10737	5909
645	10752	5892
646	10770	5876
647	10786	5859
648	10802	5842
649	10813	5822
650	10830	5805
651	10849	5790
652	10865	5773
653	10887	5759
654	10905	5744
655	10922	5727
656	10940	5711
657	10951	5692
658	10967	5674
659	10985	5658
660	11000	5641
661	11020	5626
662	11038	5611
663	11054	5593
664	11070	5576
665	11085	5559
666	11100	5541
667	11113	5523
668	11126	5505
669	11141	5487
670	11157	5470
671	11170	5452
672	11187	5435
673	11202	5418
674	11219	5402
675	11236	5385
676	11252	5368
677	11267	5351
678	11282	5334
679	11298	5317
680	11313	5299
681	11329	5282
682	11346	5266
683	11362	5249
684	11378	5232
685	11393	5215
686	11408	5197
687	11423	5180
688	11438	5163
689	11456	5146
690	11470	5129
691	11487	5113
692	11507	5097
693	11522	5080
694	11536	5062
695	11553	5046
696	11569	5029
697	11585	5012
698	11599	4995
699	11609	4975
700	11622	4957
701	11639	4941
702	11657	4924
703	11673	4908
704	11689	4891
705	11705	4874
706	11720	4857
707	11738	4841
708	11754	4824
709	11773	4809
710	11795	4794
711	11811	4777
712	11827	4760
713	11842	4743
714	11858	4726
715	11874	4709
716	11901	4697
717	11918	4680
718	11933	4664
719	11948	4646
720	11964	4629
721	11980	4612
722	11995	4595
723	12008	4577
724	12025	4561
725	12044	4545
726	12058	4528
727	12076	4512
728	12089	4494
729	12104	4476
730	12117	4459
731	12131	4441
732	12147	4424
733	12164	4408
734	12180	4391
735	12197	4375
736	12211	4357
737	12224	4339
738	12235	4321
739	12250	4304
740	12269	4288
741	12283	4271
742	12298	4254
743	12314	4237
744	12331	4220
745	12346	4203
746	12360	4186
747	12375	4169
748	12388	4151
749	12402	4134
750	12419	4117
751	12436	4101
752	12457	4086
753	12472	4069
754	12487	4052
755	12503	4035
756	12517	4018
757	12536	4002
758	12555	3986
759	12570	3969
760	12585	3952
761	12601	3935
762	12621	3920
763	12635	3903
764	12649	3885
765	12665	3868
766	12680	3852
767	12696	3835
768	12708	3817
769	12725	3801
770	12738	3783
771	12751	3766
772	12767	3749
773	12784	3733
774	12795	3714
775	12811	3698
776	12832	3682
777	12845	3665
778	12859	3648
779	12876	3631
780	12891	3614
781	12907	3598
782	12928	3583
783	12942	3565
784	12951	3547
785	12968	3530
786	12984	3514
787	12998	3497
788	13016	3480
789	13035	3465
790	13047	3447
791	13061	3430
792	13076	3413
793	13088	3395
794	13106	3379
795	13123	3363
796	13139	3346
797	13157	3330
798	13172	3313
799	13189	3297
800	13205	3280
801	13223	3264
802	13236	3247
803	13250	3230
804	13267	3213
805	13282	3197
806	13295	3179
807	13308	3162
808	13323	3145
809	13340	3129
810	13357	3112
811	13373	3096
812	13391	3080
813	13407	3063
814	13422	3046
815	13439	3030
816	13456	3014
817	13471	2997
818	13485	2980
819	13501	2963
820	13517	2947
821	13534	2930
822	13552	2914
823	13565	2897
824	13580	2880
825	13597	2864
826	13611	2847
827	13621	2829
828	13631	2811
829	13648	2795
830	13666	2779
831	13682	2762
832	13698	2746
833	13713	2729
834	13731	2713
835	13749	2697
836	13766	2680
837	13783	2664
838	13793	2646
839	13812	2631
840	13828	2614
841	13844	2597
842	13859	2581
843	13874	2564
844	13891	2548
845	13905	2531
846	13923	2515
847	13939	2498
848	13958	2482
849	13974	2466
850	13984	2448
851	13993	2430
852	14007	2413
853	14020	2396
854	14033	2379
855	14049	2363
856	14063	2346
857	14078	2330
858	14089	2312
859	14098	2295
860	14113	2278
861	14131	2262
862	14144	2245
863	14161	2229
864	14174	2212
865	14191	2195
866	14206	2179
867	14221	2162
868	14234	2145
869	14254	2130
870	14271	2113
871	14286	2097
872	14303	2080
873	14320	2064
874	14333	2047
875	14348	2031
876	14362	2014
877	14376	1997
878	14390	1980
879	14407	1964
880	14423	1948
881	14440	1931
882	14453	1915
883	14462	1897
884	14475	1881
885	14488	1864
886	14502	1847
887	14518	1831
888	14539	1815
889	14557	1799
890	14574	1782
891	14590	1766
892	14607	1750
893	14617	1733
894	14629	1716
895	14645	1699
896	14660	1683
897	14674	1666
898	14686	1650
899	14697	1633
900	14708	1616
901	14725	1599
902	14741	1583
903	14755	1566
904	14768	1550
905	14789	1534
906	14805	1518
907	14825	1502
908	14841	1485
909	14857	1469
910	14871	1452
911	14885	1436
912	14899	1419
913	14915	1403
914	14932	1387
915	14949	1370
916	14967	1354
917	14980	1338
918	14992	1321
919	15008	1305
920	15023	1288
921	15038	1272
922	15052	1255
923	15066	1239
924	15080	1222
925	15091	1206
926	15104	1189
927	15118	1172
928	15130	1156
929	15147	1140
930	15163	1123
931	15176	1107
932	15189	1090
933	15197	1073
934	15207	1057
935	15222	1040
936	15236	1024
937	15248	1007
938	15257	991
939	15273	974
940	15283	958
941	15293	941
942	15306	925
943	15316	908
944	15332	892
945	15347	876
946	15357	859
947	15368	842
948	15379	826
949	15392	810
950	15404	793
951	15420	777
952	15438	761
953	15452	745
954	15469	728
955	15483	712
956	15501	696
957	15518	680
958	15534	664
959	15548	647
960	15563	631
961	15580	615
962	15596	599
963	15609	582
964	15627	566
965	15644	550
966	15659	534
967	15675	518
968	15688	501
969	15707	485
970	15723	469
971	15738	453
972	15749	437
973	15762	420
974	15773	404
975	15788	388
976	15802	372
977	15818	355
978	15833	339
979	15846	323
980	15863	307
981	15879	291
982	15893	274
983	15915	258
984	15928	242
985	15945	226
986	15964	210
987	15980	194
988	15996	177
989	16010	161
990	16027	145
991	16042	129
992	16055	113
993	16072	97
994	16089	80
995	16105	64
996	16119	48
997	16134	32
998	16148	16
999	16160	0
