iter	Logloss	Accuracy
276	0.1450663432	0.9573145146
277	0.1449741518	0.9573526607
278	0.1448898185	0.9573908068
279	0.1448686136	0.9573908068
280	0.1448545281	0.9574289529
281	0.1448125608	0.9573908068
282	0.1447625358	0.957467099
283	0.1447310678	0.9575052451
284	0.1446833171	0.957467099
285	0.144659526	0.9575052451
286	0.1445905419	0.9574289529
287	0.1445569341	0.9574289529
288	0.144502065	0.957467099
289	0.144466807	0.9575052451
290	0.1444471778	0.9575433912
291	0.1444257746	0.9575052451
292	0.1442894386	0.9576196834
293	0.1442714571	0.9576196834
294	0.1441456614	0.9576578295
295	0.1440600431	0.9575052451
296	0.1440342078	0.9575433912
297	0.1440093787	0.9575815373
298	0.1439668662	0.9575815373
299	0.1439451251	0.9576196834
300	0.1438964215	0.9576959756
301	0.1437957545	0.9576578295
302	0.1437693209	0.9576959756
303	0.1437370151	0.95784856
304	0.1436748677	0.9577722678
305	0.1435568838	0.9578104139
306	0.1434828427	0.9577722678
307	0.1434604921	0.9577341217
308	0.1434326129	0.9577341217
309	0.1434099919	0.9577341217
310	0.1433878504	0.9578104139
311	0.1433118983	0.9578104139
312	0.1432982956	0.9578104139
313	0.1432428294	0.95784856
314	0.1432107083	0.9579248522
315	0.1431884183	0.9579248522
316	0.1431756639	0.9579248522
317	0.1431112474	0.9580011444
318	0.1430754174	0.9580011444
319	0.143031147	0.9580011444
320	0.1430067484	0.9580392905
321	0.1429691915	0.9580392905
322	0.142931178	0.9580011444
323	0.1428695958	0.9580392905
324	0.1428505662	0.9580774366
325	0.1428111696	0.9580392905
326	0.1427913601	0.9580774366
327	0.1427299909	0.9581155827
328	0.1426854434	0.9581155827
329	0.142616484	0.9580392905
330	0.1425890247	0.9581918749
331	0.1425547821	0.9582681671
332	0.1425344896	0.9582681671
333	0.1424943667	0.9582681671
334	0.142458907	0.9583444593
335	0.1424425274	0.9583063132
336	0.142394439	0.9583444593
337	0.1423725874	0.9583826054
338	0.1423145892	0.9584588976
339	0.1422816275	0.9584588976
340	0.1422628419	0.9584588976
341	0.1422511207	0.9584588976
342	0.1422219398	0.9585351898
343	0.1422120094	0.9585351898
344	0.1421839358	0.9584970437
345	0.1421705873	0.9584970437
346	0.14215041	0.9585351898
347	0.1421036607	0.9584970437
348	0.1420792855	0.9584970437
349	0.142025405	0.9585733359
350	0.1420150393	0.958611482
351	0.141970419	0.958611482
352	0.1419148079	0.958611482
353	0.1418869443	0.958611482
354	0.1418086736	0.958611482
355	0.1417492564	0.9586496281
356	0.1416996639	0.9587259203
357	0.1416527865	0.9586496281
358	0.1416355354	0.9586877742
359	0.1415933359	0.9587259203
360	0.1414996712	0.9588403586
361	0.1414196941	0.9588403586
362	0.1414013227	0.9588403586
363	0.1413339019	0.9589166508
364	0.1413053163	0.9588785047
365	0.1412739296	0.9588785047
366	0.1412248822	0.9588403586
367	0.1412150702	0.9588403586
368	0.1411684993	0.9589547969
369	0.1411445924	0.9590692352
370	0.1411343862	0.9591073813
371	0.1410715758	0.9591836735
372	0.1410083386	0.9591455274
373	0.1409688529	0.9591455274
374	0.1409525502	0.9591073813
375	0.1408399388	0.9591836735
376	0.1408188256	0.9592599657
377	0.1407722727	0.9592599657
378	0.1407345579	0.9592981118
379	0.1407124256	0.9592218196
380	0.1406844853	0.9592218196
381	0.1406214116	0.9592981118
382	0.1405570337	0.9594125501
383	0.1405250979	0.9594125501
384	0.1404842371	0.959374404
385	0.140445012	0.9594125501
386	0.1403777975	0.9594506962
387	0.1403550613	0.9594125501
388	0.1402862134	0.9594506962
389	0.1402395586	0.9595269884
390	0.1401815384	0.9594888423
391	0.1401612437	0.9595269884
392	0.1401046312	0.9594888423
393	0.1400945514	0.9595269884
394	0.1400692399	0.9595269884
395	0.1400492521	0.9595269884
396	0.1400309402	0.9596032806
397	0.1399943165	0.9596414267
398	0.1399199539	0.9596795728
399	0.1398933942	0.9596795728
400	0.139862259	0.9596414267
401	0.1398156045	0.9597177189
402	0.139786263	0.9597940111
403	0.1397341172	0.9598703033
404	0.1396890012	0.9599465955
405	0.1396620463	0.9598703033
406	0.1396101438	0.9599084494
407	0.1395754083	0.9599084494
408	0.1394700794	0.9599465955
409	0.1394016248	0.9599465955
410	0.1393587427	0.9599465955
411	0.1392802435	0.9599847416
412	0.139245116	0.9599847416
413	0.1392336298	0.9599847416
414	0.1391839837	0.9599847416
415	0.1391771245	0.9599847416
416	0.1391250321	0.9600228877
417	0.1391167757	0.9600228877
418	0.1390108068	0.9599084494
419	0.1389878595	0.9599847416
420	0.1389326254	0.9600991799
421	0.1388653268	0.9600228877
422	0.1388498799	0.9600228877
423	0.1388165292	0.9600228877
424	0.1387342402	0.9600610338
425	0.1386747362	0.9600610338
426	0.1386383071	0.9600610338
427	0.1385799129	0.9600228877
428	0.1385465989	0.9600228877
429	0.1385229192	0.9600228877
430	0.1384871163	0.9600610338
431	0.1384466035	0.9599847416
432	0.138409086	0.9600991799
433	0.138388292	0.960137326
434	0.1383702257	0.9602136182
435	0.1383633585	0.9602136182
436	0.1383235661	0.9602899104
437	0.1382693943	0.9603280565
438	0.1382387822	0.9602899104
439	0.1381985585	0.9602899104
440	0.1381737812	0.9602899104
441	0.1381347984	0.9601754721
442	0.1381286637	0.9602136182
443	0.1381262855	0.9601754721
444	0.1380844684	0.960137326
445	0.1380470057	0.9602136182
446	0.138029166	0.9602517643
447	0.1379919025	0.9602136182
448	0.1379364224	0.9602517643
449	0.1379004153	0.9602517643
450	0.137879668	0.9602136182
451	0.1378584459	0.9602517643
452	0.1378367551	0.9602517643
453	0.137792717	0.9602899104
454	0.1377591177	0.9603662026
455	0.1376985452	0.9604424948
456	0.1376742667	0.9604424948
457	0.1376287524	0.9603662026
458	0.1376287429	0.9603662026
459	0.137599462	0.9604424948
460	0.1375911183	0.9604424948
461	0.1375445578	0.9604424948
462	0.1375230276	0.9604806409
463	0.1374789628	0.9604806409
464	0.1374366498	0.9604806409
465	0.1374222948	0.9604806409
466	0.1373956478	0.9604043487
467	0.1373592974	0.9604806409
468	0.1373468948	0.9604806409
469	0.1372956571	0.960518787
470	0.137235888	0.9604806409
471	0.1371946002	0.9604806409
472	0.1371727865	0.9604806409
473	0.137130782	0.9605569331
474	0.1370813655	0.9604806409
475	0.1370656599	0.960518787
476	0.1370616892	0.960518787
477	0.1369759342	0.9605950792
478	0.1369595749	0.9605569331
479	0.1368974577	0.9605950792
480	0.136862344	0.9606713714
481	0.1367996706	0.9605569331
482	0.1367398007	0.9605950792
483	0.1366989343	0.9606713714
484	0.1366641489	0.9606332253
485	0.1366137593	0.9607095175
486	0.1365624791	0.9607476636
487	0.1365457982	0.9607858097
488	0.1365202547	0.9608239558
489	0.1364977474	0.9608239558
490	0.1364713459	0.9608621019
491	0.1364121446	0.9609002479
492	0.1363664842	0.9609765401
493	0.1363517867	0.9609765401
494	0.1362777391	0.960938394
495	0.1362540117	0.9610146862
496	0.1362338751	0.9609765401
497	0.1361758518	0.9609765401
498	0.136105719	0.9609765401
499	0.1360660638	0.9609765401
500	0.136058424	0.9610528323
501	0.1359813522	0.9612054167
502	0.1359549554	0.9612817089
503	0.1358850054	0.9612435628
504	0.1358681715	0.9612817089
505	0.1358348464	0.9612817089
506	0.1358286263	0.9612817089
507	0.1357599904	0.9613580011
508	0.1357256673	0.961319855
509	0.1356848274	0.9612817089
510	0.1356464287	0.961319855
511	0.1356083653	0.9612817089
512	0.1355412655	0.9612817089
513	0.1355238593	0.9612054167
514	0.1354457027	0.9612435628
515	0.1354035889	0.9612817089
516	0.1353799743	0.9612817089
517	0.135351866	0.9612435628
518	0.1353101347	0.9612435628
519	0.1352328875	0.961319855
520	0.1351885126	0.961319855
521	0.1351611534	0.961319855
522	0.1351470268	0.961319855
523	0.1351287329	0.9612817089
524	0.1351204179	0.9612435628
525	0.1350953055	0.9612435628
526	0.1350697959	0.9612817089
527	0.135041173	0.961319855
528	0.1350020034	0.9612435628
529	0.1349773359	0.9612435628
530	0.1349626269	0.9612435628
531	0.1349210637	0.9612817089
532	0.1348876765	0.9612817089
533	0.1348305295	0.961319855
534	0.1348246262	0.9613580011
535	0.1348002748	0.9613961472
536	0.1347648958	0.9613961472
537	0.1347581261	0.9613961472
538	0.1347071724	0.9613961472
539	0.1346669625	0.9614724394
540	0.1346017183	0.9614342933
541	0.134544798	0.9613961472
542	0.1344991492	0.9614342933
543	0.1344337479	0.9614724394
544	0.1344091657	0.9615487316
545	0.1343395896	0.9615868777
546	0.1342936563	0.9615868777
547	0.1342814633	0.9616250238
548	0.1342525112	0.9616250238
549	0.1341548696	0.9615487316
550	0.1340933267	0.9615487316
551	0.1340711831	0.9616250238
552	0.1340216166	0.9615487316
553	0.133971127	0.9615868777
554	0.1339413818	0.9616631699
555	0.1339020886	0.9616250238
556	0.133854562	0.9616631699
557	0.1338210856	0.961701316
558	0.1337456864	0.9617394621
559	0.1337391587	0.961701316
560	0.1336951855	0.9617394621
561	0.1336314877	0.9618157543
562	0.1336080876	0.9618157543
563	0.1335028484	0.9617776082
564	0.1334551596	0.9617394621
565	0.1333594272	0.9618157543
566	0.1333594253	0.9618157543
567	0.1333352377	0.9618157543
568	0.1333053933	0.9618157543
569	0.1333053365	0.9618157543
570	0.1332828625	0.9618157543
571	0.1332394546	0.9618920465
572	0.1331746667	0.9619683387
573	0.1331258098	0.9619301926
574	0.1331165139	0.9619301926
575	0.1330288997	0.9618920465
576	0.1329409261	0.9619301926
577	0.1328853922	0.9619683387
578	0.1328632955	0.9619683387
579	0.1328081293	0.962082777
580	0.1327475366	0.9621972153
581	0.1327033456	0.9621972153
582	0.1326535825	0.9621209231
583	0.1326194025	0.9621209231
584	0.1325686295	0.9621209231
585	0.1325473799	0.9621209231
586	0.1324926668	0.9621590692
587	0.1324738183	0.9621209231
588	0.1324295324	0.9621590692
589	0.1323927367	0.9621590692
590	0.1323557799	0.9621590692
591	0.1323127008	0.9622353614
592	0.1322476221	0.9622353614
593	0.1322444774	0.9622353614
594	0.1322040973	0.9622353614
595	0.1321655084	0.9622735075
596	0.1320864096	0.9623116536
597	0.1320055944	0.9623879458
598	0.1319264332	0.9623497997
599	0.1318837292	0.9623879458
600	0.1318547624	0.9623879458
601	0.1318547124	0.9624260919
602	0.1318016527	0.9623879458
603	0.1317657457	0.9624260919
604	0.1317656821	0.9624260919
605	0.1317231896	0.9625023841
606	0.1316927248	0.962464238
607	0.1316401977	0.9625023841
608	0.1316185004	0.9625405302
609	0.1315924056	0.9625405302
610	0.1315701744	0.9625405302
611	0.1315282158	0.9626168224
612	0.1315150948	0.9626549685
613	0.1314682707	0.9626549685
614	0.1314142535	0.9626549685
615	0.1313376885	0.9625786763
616	0.1313261315	0.9626168224
617	0.1312843726	0.9626549685
618	0.1312303513	0.9626549685
619	0.1312064625	0.9626549685
620	0.1311485605	0.9626168224
621	0.131116497	0.9626168224
622	0.1310717015	0.9626168224
623	0.1310426276	0.9626549685
624	0.1310178992	0.9626168224
625	0.1309659823	0.9626931146
626	0.130958439	0.9626931146
627	0.1309059397	0.9628075529
628	0.1308539064	0.9627694068
629	0.1307842608	0.9627312607
630	0.1307598969	0.9627312607
631	0.130696168	0.9627694068
632	0.1306644734	0.9627312607
633	0.1306421302	0.9627312607
634	0.1306072675	0.9627312607
635	0.1305770561	0.9627312607
636	0.1305512302	0.9627312607
637	0.1305438336	0.9627312607
638	0.1304975445	0.9627312607
639	0.1304763234	0.9627312607
640	0.1304409598	0.9627312607
641	0.1303882234	0.9627312607
642	0.1303517901	0.9627312607
643	0.1303149178	0.9627694068
644	0.130274279	0.9626549685
645	0.1302304058	0.9626931146
646	0.1301989886	0.9627312607
647	0.1301715489	0.9626931146
648	0.1301134374	0.9627694068
649	0.1300378712	0.9627694068
650	0.130031146	0.9627694068
651	0.1299772334	0.9627694068
652	0.1299378419	0.9627694068
653	0.1299083602	0.9627694068
654	0.1298541296	0.9628838451
655	0.1297984668	0.9628838451
656	0.1297830403	0.9628838451
657	0.1297164109	0.962845699
658	0.1296687777	0.9628075529
659	0.1296324184	0.9627694068
660	0.1296035761	0.9627694068
661	0.1295393732	0.9628075529
662	0.1295316453	0.9627694068
663	0.1294852334	0.9628075529
664	0.1294472522	0.9628075529
665	0.1294189283	0.962845699
666	0.129352914	0.9628838451
667	0.1293408717	0.9628075529
668	0.1293255486	0.962845699
669	0.1292921246	0.9629219912
670	0.1292541905	0.9629219912
671	0.1292320142	0.9629601373
672	0.1291782274	0.9629601373
673	0.1291589672	0.9629982834
674	0.1291513306	0.9629982834
675	0.1291031561	0.9629601373
676	0.1290809952	0.9629601373
677	0.1290769603	0.9629601373
678	0.1290477151	0.9630364295
679	0.1290144541	0.9630745756
680	0.1289912455	0.9629982834
681	0.1289700069	0.9630364295
682	0.1289506302	0.9629982834
683	0.1289453713	0.9629982834
684	0.1288956583	0.9630745756
685	0.1288539843	0.9631508678
686	0.128833623	0.9631508678
687	0.1287799566	0.9631508678
688	0.1287734794	0.9631508678
689	0.128721112	0.9631890139
690	0.1286572127	0.9631890139
691	0.1286292262	0.9631508678
692	0.1285937165	0.9631127217
693	0.1285663679	0.9631508678
694	0.1285330024	0.96322716
695	0.1285024305	0.9631890139
696	0.1284488418	0.9631508678
697	0.128441819	0.9631890139
698	0.1283734865	0.9631508678
699	0.1283629558	0.9631508678
700	0.1282850881	0.9630364295
701	0.1282267383	0.9630364295
702	0.1281854944	0.9630364295
703	0.128127455	0.9629601373
704	0.1281239986	0.9629601373
705	0.1281074995	0.9630364295
706	0.1280423948	0.9631127217
707	0.1279938707	0.9631508678
708	0.1279656335	0.9631508678
709	0.1279051201	0.9631508678
710	0.1278763758	0.96322716
711	0.1278490369	0.9631890139
712	0.1277838093	0.9631508678
713	0.1277805662	0.9631508678
714	0.1277688576	0.9631508678
715	0.1277494682	0.9631508678
716	0.1277344618	0.9631508678
717	0.127718948	0.9631508678
718	0.1277164376	0.9631508678
719	0.1276936939	0.96322716
720	0.1276223031	0.9632653061
721	0.127596776	0.9632653061
722	0.127553891	0.9633034522
723	0.127519852	0.9633797444
724	0.1274976578	0.9633415983
725	0.1274793824	0.9633415983
726	0.1274223014	0.9633797444
727	0.127419885	0.9633415983
728	0.1273959111	0.9633797444
729	0.1273608811	0.9633034522
730	0.1273124078	0.9634941827
731	0.127284587	0.9634178905
732	0.1272688733	0.9634560366
733	0.1271832492	0.9634178905
734	0.1271115646	0.9634941827
735	0.1270800452	0.9635323288
736	0.1270274472	0.9635323288
737	0.1269820993	0.9635704749
738	0.1269650484	0.9635323288
739	0.1269504986	0.9635323288
740	0.1268897228	0.9635704749
741	0.1268497233	0.9635704749
742	0.1268126297	0.963608621
743	0.1267888952	0.9636467671
744	0.126746614	0.9636467671
745	0.1266996149	0.9636467671
746	0.1266566234	0.9636467671
747	0.1266424677	0.9636467671
748	0.1266341414	0.963608621
749	0.1266185653	0.963608621
750	0.1265891952	0.963608621
751	0.1265403428	0.9636467671
752	0.1265328816	0.9636467671
753	0.126496637	0.9636467671
754	0.126464413	0.9636467671
755	0.1264566052	0.9636467671
756	0.1264304673	0.9636467671
757	0.1263734995	0.963608621
758	0.1263499861	0.9636849132
759	0.1263084308	0.9636467671
760	0.1262890394	0.9637230593
761	0.1262372588	0.9637230593
762	0.1261761552	0.9637230593
763	0.1261723965	0.9637993515
764	0.1261199749	0.9637993515
765	0.12605881	0.9637612054
766	0.1260163643	0.9636849132
767	0.1259771279	0.9637612054
768	0.1259382288	0.9638374976
769	0.1258873444	0.9638756437
770	0.1258339237	0.9637993515
771	0.1258215727	0.9638374976
772	0.1257939236	0.9637993515
773	0.1257363086	0.9637993515
774	0.1256850823	0.9637993515
775	0.1256610078	0.9637993515
776	0.1256235093	0.9637993515
777	0.1255928479	0.9637993515
778	0.1255435625	0.9637993515
779	0.1255302709	0.9638374976
780	0.1255114731	0.9638374976
781	0.1254595451	0.9638756437
782	0.1253753284	0.9639137898
783	0.1253549347	0.9639137898
784	0.1252871204	0.9639137898
785	0.1252843351	0.9639137898
786	0.1252718199	0.9639137898
787	0.1252080192	0.9639137898
788	0.1251769244	0.9639519359
789	0.1251769163	0.9639519359
790	0.1251669245	0.9639519359
791	0.125125413	0.9639137898
792	0.1250025854	0.9639137898
793	0.1249683625	0.9638756437
794	0.1249231541	0.9639137898
795	0.1249048301	0.9638756437
796	0.1249024882	0.9638756437
797	0.1248579093	0.9639519359
798	0.1248261946	0.9639519359
799	0.1248254173	0.963990082
800	0.1248254078	0.963990082
801	0.1247993057	0.963990082
802	0.1247877455	0.9639137898
803	0.1247584079	0.963990082
804	0.1247325326	0.963990082
805	0.1246905897	0.963990082
806	0.1246605774	0.9640282281
807	0.1246280954	0.9640663742
808	0.1245869365	0.9641045203
809	0.1245817059	0.9641045203
810	0.1244952335	0.9641426664
811	0.1244560937	0.9642189586
812	0.1243966984	0.9641808125
813	0.12434684	0.9641808125
814	0.1243144036	0.9641808125
815	0.1242878878	0.9641808125
816	0.1242570652	0.9641045203
817	0.1242460638	0.9641426664
818	0.1242460613	0.9641426664
819	0.1242230832	0.9641426664
820	0.1242180717	0.9641426664
821	0.1241754472	0.9641426664
822	0.1241312593	0.9641045203
823	0.1241306465	0.9641045203
824	0.1240709673	0.9641808125
825	0.1240627488	0.9641808125
826	0.1240627143	0.9641808125
827	0.1240543287	0.9641808125
828	0.1240369098	0.9641808125
829	0.1240270396	0.9641808125
830	0.1239865868	0.9641808125
831	0.1239492352	0.9641808125
832	0.1239320597	0.9641808125
833	0.1238946052	0.9641808125
834	0.1238848345	0.9641808125
835	0.12386602	0.9641808125
836	0.1238544449	0.9642189586
837	0.1237871756	0.9642189586
838	0.1237869523	0.9642189586
839	0.1237609415	0.9642571047
840	0.1237282289	0.9642571047
841	0.1236856617	0.9642189586
842	0.1236225597	0.9642189586
843	0.1236225272	0.9642189586
844	0.1236224829	0.9642189586
845	0.1235822767	0.9642952508
846	0.1235522728	0.9642952508
847	0.1235197867	0.9643333969
848	0.1235043526	0.964371543
849	0.1235043223	0.964371543
850	0.1235042903	0.964371543
851	0.1234805787	0.9642952508
852	0.12347416	0.9642952508
853	0.1234491642	0.9642952508
854	0.1234465037	0.9642952508
855	0.1234108073	0.9643333969
856	0.1234016933	0.9643333969
857	0.1233538586	0.9643333969
858	0.1233458723	0.9643333969
859	0.1232611831	0.9642571047
860	0.1232611755	0.9642571047
861	0.1232567486	0.9642952508
862	0.123216209	0.9642952508
863	0.1231886721	0.9642952508
864	0.1231807353	0.9643333969
865	0.123175545	0.964371543
866	0.1231439502	0.9644096891
867	0.1231297947	0.9644478352
868	0.1230815883	0.9644859813
869	0.1230379903	0.9645241274
870	0.1230065108	0.9646004196
871	0.1229511471	0.9644859813
872	0.1229324378	0.9645241274
873	0.1228856675	0.9644478352
874	0.1228408691	0.9644478352
875	0.1227806619	0.9644859813
876	0.1227366273	0.9645241274
877	0.1227366187	0.9645241274
878	0.12273661	0.9645241274
879	0.1227365589	0.9645241274
880	0.1227087559	0.9645241274
881	0.122691614	0.9645241274
