iter	Passed	Remaining
344	5568	10573
345	5586	10558
346	5602	10543
347	5619	10529
348	5635	10512
349	5651	10494
350	5665	10475
351	5680	10457
352	5692	10434
353	5707	10414
354	5727	10407
355	5743	10389
356	5757	10369
357	5775	10356
358	5791	10340
359	5806	10322
360	5824	10309
361	5837	10288
362	5853	10271
363	5869	10254
364	5884	10238
365	5900	10221
366	5914	10201
367	5933	10189
368	5951	10177
369	5971	10168
370	5986	10150
371	6000	10129
372	6015	10111
373	6027	10089
374	6044	10074
375	6059	10057
376	6076	10042
377	6093	10026
378	6107	10007
379	6125	9993
380	6140	9976
381	6157	9961
382	6174	9947
383	6189	9928
384	6206	9914
385	6219	9893
386	6233	9873
387	6248	9855
388	6265	9840
389	6282	9825
390	6297	9808
391	6311	9789
392	6327	9773
393	6342	9755
394	6362	9745
395	6378	9728
396	6394	9712
397	6412	9699
398	6428	9683
399	6444	9666
400	6460	9650
401	6480	9640
402	6495	9621
403	6512	9608
404	6536	9603
405	6550	9584
406	6567	9569
407	6587	9557
408	6603	9542
409	6621	9528
410	6640	9515
411	6656	9499
412	6672	9483
413	6689	9468
414	6708	9456
415	6725	9440
416	6747	9432
417	6765	9420
418	6782	9404
419	6795	9384
420	6812	9369
421	6829	9353
422	6844	9335
423	6858	9316
424	6877	9304
425	6894	9289
426	6913	9277
427	6931	9264
428	6948	9248
429	6968	9236
430	6985	9221
431	6998	9201
432	7015	9186
433	7032	9171
434	7047	9153
435	7061	9134
436	7075	9116
437	7093	9102
438	7109	9085
439	7125	9069
440	7142	9053
441	7158	9037
442	7174	9020
443	7188	9001
444	7203	8983
445	7220	8968
446	7236	8952
447	7255	8939
448	7269	8921
449	7286	8905
450	7301	8887
451	7318	8873
452	7337	8859
453	7354	8844
454	7370	8828
455	7385	8811
456	7407	8801
457	7423	8784
458	7438	8767
459	7453	8749
460	7468	8732
461	7482	8713
462	7499	8697
463	7516	8682
464	7530	8663
465	7547	8648
466	7562	8631
467	7577	8613
468	7594	8598
469	7611	8583
470	7636	8576
471	7653	8561
472	7667	8542
473	7683	8526
474	7699	8509
475	7713	8491
476	7728	8474
477	7742	8454
478	7757	8438
479	7773	8421
480	7789	8405
481	7806	8389
482	7823	8373
483	7839	8357
484	7855	8341
485	7873	8326
486	7887	8308
487	7904	8292
488	7922	8278
489	7939	8263
490	7957	8248
491	7974	8233
492	7990	8217
493	8007	8201
494	8026	8188
495	8046	8176
496	8066	8164
497	8081	8146
498	8093	8125
499	8109	8109
500	8126	8094
501	8145	8080
502	8161	8064
503	8179	8049
504	8194	8032
505	8212	8017
506	8226	7999
507	8244	7984
508	8259	7967
509	8275	7950
510	8292	7935
511	8312	7922
512	8328	7906
513	8346	7891
514	8363	7876
515	8381	7861
516	8397	7845
517	8412	7827
518	8428	7811
519	8443	7793
520	8457	7775
521	8473	7759
522	8490	7744
523	8507	7728
524	8523	7711
525	8542	7698
526	8560	7683
527	8574	7665
528	8593	7651
529	8609	7634
530	8625	7618
531	8642	7602
532	8658	7585
533	8678	7573
534	8693	7555
535	8711	7540
536	8726	7524
537	8743	7508
538	8758	7491
539	8776	7476
540	8793	7460
541	8805	7441
542	8823	7426
543	8840	7410
544	8854	7392
545	8869	7374
546	8883	7356
547	8902	7342
548	8917	7325
549	8935	7310
550	8949	7292
551	8967	7277
552	8980	7258
553	8995	7242
554	9011	7225
555	9029	7210
556	9045	7193
557	9061	7177
558	9077	7161
559	9094	7145
560	9114	7132
561	9130	7115
562	9148	7101
563	9164	7084
564	9179	7067
565	9195	7051
566	9212	7035
567	9229	7019
568	9248	7005
569	9262	6987
570	9281	6973
571	9297	6957
572	9314	6941
573	9329	6923
574	9343	6906
575	9361	6891
576	9381	6877
577	9395	6860
578	9413	6844
579	9431	6829
580	9448	6814
581	9464	6797
582	9479	6780
583	9497	6765
584	9512	6748
585	9528	6732
586	9546	6716
587	9565	6702
588	9584	6687
589	9601	6671
590	9619	6657
591	9636	6641
592	9650	6623
593	9668	6608
594	9684	6592
595	9699	6574
596	9714	6557
597	9732	6542
598	9750	6527
599	9766	6511
600	9784	6496
601	9801	6480
602	9819	6464
603	9834	6447
604	9847	6429
605	9868	6415
606	9885	6400
607	9897	6381
608	9913	6364
609	9929	6348
610	9950	6334
611	9965	6317
612	9984	6303
613	10001	6287
614	10018	6271
615	10035	6255
616	10050	6238
617	10065	6221
618	10079	6203
619	10096	6188
620	10113	6172
621	10129	6156
622	10147	6140
623	10164	6124
624	10179	6107
625	10194	6090
626	10210	6074
627	10227	6058
628	10245	6043
629	10260	6026
630	10276	6009
631	10292	5993
632	10307	5975
633	10323	5959
634	10339	5943
635	10354	5926
636	10368	5908
637	10385	5892
638	10400	5875
639	10418	5860
640	10434	5843
641	10451	5827
642	10465	5810
643	10480	5793
644	10501	5780
645	10516	5763
646	10531	5745
647	10547	5729
648	10564	5713
649	10577	5695
650	10594	5679
651	10610	5663
652	10625	5646
653	10642	5630
654	10658	5613
655	10676	5598
656	10694	5583
657	10713	5568
658	10726	5550
659	10741	5533
660	10758	5517
661	10773	5500
662	10790	5484
663	10805	5468
664	10823	5452
665	10840	5436
666	10857	5420
667	10873	5404
668	10889	5388
669	10904	5371
670	10921	5354
671	10937	5338
672	10953	5321
673	10970	5306
674	10986	5289
675	11002	5273
676	11016	5256
677	11033	5239
678	11048	5223
679	11062	5205
680	11075	5188
681	11091	5171
682	11106	5155
683	11123	5139
684	11140	5122
685	11157	5106
686	11171	5089
687	11187	5073
688	11202	5056
689	11218	5040
690	11233	5023
691	11248	5006
692	11265	4990
693	11280	4974
694	11296	4957
695	11313	4941
696	11332	4926
697	11348	4910
698	11364	4893
699	11381	4877
700	11397	4861
701	11413	4845
702	11428	4828
703	11445	4812
704	11462	4796
705	11477	4779
706	11494	4763
707	11510	4747
708	11526	4730
709	11545	4715
710	11558	4698
711	11576	4682
712	11591	4665
713	11606	4649
714	11625	4634
715	11639	4616
716	11655	4600
717	11672	4584
718	11687	4567
719	11705	4552
720	11721	4535
721	11737	4519
722	11751	4502
723	11768	4486
724	11785	4470
725	11799	4453
726	11817	4437
727	11831	4420
728	11846	4403
729	11862	4387
730	11879	4371
731	11894	4354
732	11909	4338
733	11924	4321
734	11939	4304
735	11957	4288
736	11972	4272
737	11987	4255
738	12002	4239
739	12019	4223
740	12035	4206
741	12051	4190
742	12069	4174
743	12091	4160
744	12107	4144
745	12123	4127
746	12137	4110
747	12152	4094
748	12169	4078
749	12185	4061
750	12201	4045
751	12217	4029
752	12229	4011
753	12244	3994
754	12261	3978
755	12275	3961
756	12292	3945
757	12308	3929
758	12325	3913
759	12341	3897
760	12356	3880
761	12372	3864
762	12389	3848
763	12405	3831
764	12420	3815
765	12436	3799
766	12451	3782
767	12468	3766
768	12488	3751
769	12507	3735
770	12521	3719
771	12537	3702
772	12550	3685
773	12566	3669
774	12582	3652
775	12596	3635
776	12611	3619
777	12627	3603
778	12641	3586
779	12658	3570
780	12675	3554
781	12694	3538
782	12711	3522
783	12726	3506
784	12742	3489
785	12756	3473
786	12772	3456
787	12787	3440
788	12803	3424
789	12817	3407
790	12833	3390
791	12849	3374
792	12868	3359
793	12885	3343
794	12907	3328
795	12926	3312
796	12944	3296
797	12961	3281
798	12978	3264
799	12994	3248
800	13007	3231
801	13021	3214
802	13035	3198
803	13053	3182
804	13071	3166
805	13087	3149
806	13104	3134
807	13119	3117
808	13136	3101
809	13152	3085
810	13167	3068
811	13187	3053
812	13201	3036
813	13218	3020
814	13241	3005
815	13261	2990
816	13278	2974
817	13293	2957
818	13306	2940
819	13322	2924
820	13338	2908
821	13355	2892
822	13381	2877
823	13395	2861
824	13409	2844
825	13426	2828
826	13440	2811
827	13457	2795
828	13473	2779
829	13489	2762
830	13508	2747
831	13523	2730
832	13539	2714
833	13557	2698
834	13571	2681
835	13588	2665
836	13603	2649
837	13624	2633
838	13639	2617
839	13654	2600
840	13669	2584
841	13686	2568
842	13704	2552
843	13719	2535
844	13736	2519
845	13755	2504
846	13773	2488
847	13789	2471
848	13804	2455
849	13817	2438
850	13831	2421
851	13847	2405
852	13864	2389
853	13882	2373
854	13901	2357
855	13919	2341
856	13935	2325
857	13950	2308
858	13966	2292
859	13981	2276
860	13996	2259
861	14013	2243
862	14030	2227
863	14049	2211
864	14066	2195
865	14083	2179
866	14098	2162
867	14116	2146
868	14133	2130
869	14149	2114
870	14165	2097
871	14182	2081
872	14201	2065
873	14218	2049
874	14234	2033
875	14251	2017
876	14267	2001
877	14281	1984
878	14292	1967
879	14308	1951
880	14325	1935
881	14341	1918
882	14357	1902
883	14376	1886
884	14394	1870
885	14409	1853
886	14425	1837
887	14440	1821
888	14456	1804
889	14470	1788
890	14488	1772
891	14504	1756
892	14521	1740
893	14538	1723
894	14554	1707
895	14569	1691
896	14584	1674
897	14601	1658
898	14615	1642
899	14628	1625
900	14643	1608
901	14663	1593
902	14679	1576
903	14697	1560
904	14711	1544
905	14727	1528
906	14742	1511
907	14759	1495
908	14775	1479
909	14788	1462
910	14803	1446
911	14819	1429
912	14834	1413
913	14850	1397
914	14870	1381
915	14887	1365
916	14906	1349
917	14924	1333
918	14943	1317
919	14956	1300
920	14971	1284
921	14985	1267
922	15000	1251
923	15017	1235
924	15032	1218
925	15053	1202
926	15068	1186
927	15083	1170
928	15100	1154
929	15117	1137
930	15136	1121
931	15151	1105
932	15167	1089
933	15180	1072
934	15195	1056
935	15211	1040
936	15226	1023
937	15242	1007
938	15260	991
939	15275	975
940	15289	958
941	15307	942
942	15321	926
943	15337	909
944	15353	893
945	15369	877
946	15393	861
947	15407	845
948	15422	828
949	15439	812
950	15454	796
951	15472	780
952	15487	763
953	15506	747
954	15525	731
955	15541	715
956	15557	699
957	15571	682
958	15583	666
959	15598	649
960	15615	633
961	15633	617
962	15650	601
963	15664	584
964	15681	568
965	15700	552
966	15717	536
967	15734	520
968	15750	503
969	15768	487
970	15782	471
971	15797	455
972	15815	438
973	15830	422
974	15845	406
975	15859	389
976	15877	373
977	15901	357
978	15918	341
979	15932	325
980	15947	308
981	15967	292
982	15981	276
983	15998	260
984	16014	243
985	16033	227
986	16050	211
987	16066	195
988	16085	178
989	16102	162
990	16117	146
991	16133	130
992	16152	113
993	16168	97
994	16184	81
995	16199	65
996	16215	48
997	16230	32
998	16249	16
999	16264	0
